14일 부동산 수업,초보 투자자를 위한 부동산 입문서  ,단계별 부동산 투자 방법  ,부동산 입지와 가격 흐름  ,현장답사 필수 체크포인트  ,지역별 통계자료와 분석
"HOW TO 게임이론 플레이어, 전략, 이익",'게임이론'의 기초 개념,'죄수의 딜레마'와 내시균형,협력과 경쟁의 구조 변화,복잡한 문제의 단순화 접근법,비즈니스에서의 게임이론 응용
가끔은 먹는 게 불행해,폭식에서 벗어나기 위한 실천 방법  ,건강한 식습관 형성하기  ,개인 맞춤형 다이어트 설계  ,정신적 회복과 폭식 극복  ,일상 속에서의 지속 가능한 다이어트
말은 딱 깔끔하고 센스 있게,메시지 전달력 향상 방법  ,상대방 관점의 소통 기술  ,신뢰를 통한 효과적인 커뮤니케이션  ,비추천 상품의 전략적 공개  ,의사소통의 오류와 개선 방안  
무조건 돈 버는 카카오 이모티콘 만들기,이모티콘 제작 노하우 공개  ,카카오 플랫폼 승인 전략  ,기발한 아이디어와 기획력  ,수익 창출을 위한 굿즈 제작  ,그림 실력 없이 성공하는 방법
미식가의 디테일,음식과 재료의 차이,요리의 역사와 과학,홈셰프를 위한 조언,디테일한 맛 지식,음식 용어의 유래와 활용
반 박자 느려도 좋은 포르투갈,포르투갈 여행의 매력,직접 보고 느끼는 여행 경험,에그 타르트와 포르투갈 음식,"‘리스본’, ‘포르투’, ‘코임브라’ 도시 탐방",느림의 미학과 여행의 의미
산덴 공장의 기적,'한국형 셀생산방식'의 혁신  ,"제조업의 '낭비 제로, 불량 제로, 핑계 제로' 관리  ",일본에서의 '셀컴퍼니' 성공 사례  ,조직의 '밝고 가볍고 빠른' 변화  ,경영자들의 '현장 작업자 존중' 철학  
인스타그램 브랜딩 레시피,인스타그램 브랜드 구축,콘텐츠 기획 전략,스타일 가이드 작성,팬층 형성 방법,브랜딩 결과 분석 도구
파이썬을 이용한 딥러닝/강화학습 주식투자,딥러닝과 강화학습 이론,주식투자에 강화학습 적용법,강화학습 기반 주식투자 시스템 개발,실제 주식 데이터 처리 및 획득,강화학습 모델 활용 방법
감정와해기법,감정의 본질 추적,트라우마와 PTSD 치유,대변혁의 시대의 감정,복잡한 현대 삶의 나침반,고운 입자의 감정 진화
갓생사는 엄마들,새벽 기상과 자기계발,성공적인 엄마의 루틴,꿈과 부를 찾는 방법,개인 시간 확보와 활용,감사 일기와 긍정적 습관
관계의 불안은 우리를 어떻게 성장시키는가,무표정 실험의 심리적 통찰  ,인간관계의 갈등과 성장  ,외로움과 연결의 중요성  ,감정적 회복력과 자기감각  ,깊은 신뢰 관계 형성 방법
다 팔아버리는 백억짜리 카피 대전,'카피라이팅'의 중요성  ,소비자의 '마음'을 움직이는 기술  ,'팔리는 카피'의 공식과 사례  ,매출 증대에 기여하는 '한 줄 카피'  ,비대면·온라인 마케팅에서의 카피 역할  
배움의 습관,세계 엘리트의 배움 방법  ,일상에서의 작은 습관  ,인풋과 아웃풋의 균형  ,갈등 관리 및 의견 제시  ,평생 학습의 중요성  
불완전 채식주의자,동물 권리와 비거니즘,윤리적 식생활과 고통 줄이기,채식의 도전과 사회적 시선,동물 착취와 여성 억압의 유사성,불완전 채식주의자의 삶과 실천
수의사라면 꼭 알아야 할 법률상식,반려동물의 법적 지위  ,동물보호법과 책임  ,펫티켓과 사회적 예절  ,수의료 분쟁 해결 방법  ,동물병원 운영과 법적 쟁점
경이로운 자연에 기대어,인류세 시대의 환경 문제,자연과의 조화로운 삶,랠프 월도 에머슨의 사상,자연에 대한 성찰과 응답,코로나19와 생태적 위기
기억력 천재 게으른 뇌를 깨워라,40일 기억력 훈련 프로그램  ,뇌 기능 활성화 방법  ,기억력 향상 테스트와 기법  ,단기 기억을 장기 기억으로 전환  ,기억력을 위한 몰입 훈련법
기적일지도 몰라,배우로서의 삶과 사랑,연극과 영화 제작 경험,역할 분석과 캐릭터 연구,일상 속에서 찾는 이야기,기적 같은 순간들의 기록
너무 잘하려고 애쓰지 마라,힘이 되어주는 존재 '너',일상의 성찰과 따뜻한 사랑,코로나19 속의 위로와 응원,오늘에 대한 감사와 내일에 대한 기대,반짝이는 희망의 시들
당신은 일을 못하는 게 아니라 말을 못하는 겁니다,효과적인 커뮤니케이션 기술,자기 성과의 적극적 공유,비대면 시대의 소통 방법,목소리와 말투의 중요성,긍정적인 태도와 내면 강화
드라마의 말들,드라마와 사회의 상관관계,다양한 캐릭터와 전개,가족주의와 가부장제의 재현,드라마를 통한 일상의 위안,경험을 제안하는 새로운 장르
어린이 자존감,평생 자존감 형성 가이드  ,초등학생을 위한 감정 이해  ,'자신을 존중하는 법' 교육  ,건강한 자아와 내면의 안정  ,디지털 세계에서의 자아 보호
인생이 막막할 땐 스토아 철학,심리적 회복력 찾기,스토아 철학의 실용적 적용,부정적 감정 다스리기,평정심 유지하는 방법,삶의 도전에 대처하는 원칙
회계의 신이 알려주는 주식투자 생존법,‘매직 회계’ 투자법,주식 투자 수익 극대화,회계와 재무 지식의 중요성,기업 분석과 매매 타이밍,불확실한 시대의 투자 기회
감정이라는 세계,감정의 목적 이해하기  ,10가지 주요 감정 탐구  ,감정과 호르몬의 상관관계  ,부정적인 감정 다루기  ,심리학 연구 기반의 감정 해석
그래도 나아간다는 믿음,인권의 변화와 사회적 갈등,글로벌한 인권 이해와 협력,디지털화 시대의 인권 보호,과거와 현재의 인권 성찰,'난민 신분증'과 블록체인 활용
끝장난 줄 알았는데 인생은 계속됐다,유방암 투병 경험  ,삶의 회복과 연대  ,질병에 대한 이해와 용기  ,암 진단 이후의 긍정적인 변화  ,일상으로의 복귀와 소중한 순간들
나의 아름답고 추한 몸에게,다양한 몸에 대한 내밀한 에세이,장애인 차별과 인권 문제,사회적 약자의 돌봄과 존엄성,몸에 대한 차별과 불안감,고립을 극복하는 연대의 중요성
내돈 내산 내집,주거 안정의 필요성  ,내 집 마련의 여정  ,전세에서 자가로의 이동  ,경제적 자립과 대출 경험  ,부동산 공부와 투자 전략  
이어달리기,중년 레즈비언 ‘성희’의 편지,성장 과정과 미션 수행,혈연을 초월한 감정적 공동체,어린 시절의 기억과 영향,삶과 죽음을 아우르는 연대
주식 시장은 되풀이된다,주식 투자 기회 포착,과거 분석을 통한 시장 예측,비상 상황에서의 투자 전략,한국 주식 시장의 특징,장기 투자와 수익 극대화
참 괜찮은 죽음,삶과 죽음의 경계 탐구,'헨리 마시'의 의사 경험담,괜찮은 죽음의 조건 성찰,감동적인 환자들의 생생한 이야기,현재를 위한 삶의 가치 인식
컨버티드: 마음을 훔치는 데이터분석의 기술,데이터 분석 전략,고객의 내밀한 욕망,구매 전환율 향상,구글의 성공 사례,관계 구축과 대화
크게 그린 사람,‘연결’의 중요성  ,다양한 인물의 목소리  ,인간다움의 가치 탐구  ,삶의 위기와 고통 극복  ,인터뷰를 통한 실천적 인문학
한경커리어 직장 생활 센스와 매너,직장 생활 매너와 센스,사회 초년생을 위한 직장 가이드,MZ세대 직장인의 고민 해결,비즈니스 에티켓과 예절,직장인 궁금증에 대한 전문가 조언
해피 엔딩 이후에도 우리는 산다,OTT 플랫폼을 통한 현대 문화 탐구  ,밀레니얼 세대의 사랑과 삶  ,개인적 경험을 담은 이야기  ,"다양한 드라마, 영화, 다큐멘터리 분석  ",해피 엔딩 이후의 삶에 대한 성찰
AI 상식사전,인공지능의 사회적 영향,비전공자를 위한 인공지능 이해,직업 대체와 미래 예측,인공지능 컨트롤 능력,학생과 학부모의 인공지능 교육
구글 스프레드시트 활용법,구글 스프레드시트의 협업 기능 활용법  ,데이터 관리 및 분석 방법  ,실무 적용을 위한 120개 예제  ,업무 효율성을 높이는 팁  ,모바일 환경에서의 업무 확장 방법  
구글 앱스 스크립트 완벽 가이드,구글 앱스 스크립트 활용법  ,업무 자동화를 위한 기술  ,구글 워크스페이스 통합 사용  ,자바스크립트 기초 설명  ,온라인 협업 도구 개선
깻잎 투쟁기,농업 이주노동자의 열악한 노동 조건  ,한국 사회의 인권 문제와 외국인 고용 제도  ,'코리안드림'을 꿈꾸는 캄보디아 이주노동자들  ,코로나 시대의 이주민 건강권 문제  ,'깻잎' 생산과 관련된 이주노동자의 삶
내 삶을 변화시키는 감사의 기적,감사의 힘으로 삶 변화,'하루 5감사' 실천 방법,우울 극복과 행복 추구,영혼과 몸의 건강 회복,긍정적 사고 전환과 재구성
내 손을 잡아줘,사회적 약자와 복지정책의 개선,맞춤형 문제 해결을 위한 제도 마련,장애인 존엄성과 권리 보장,공공의료체계 통합 및 개선 필요,경제 성장과 자본 분배의 조화
넥스트팡,FAANG의 후계자 기업,디지털 경제 혁신,스타트업과 성장 전략,IT 및 기술 동향,글로벌 시장 분석
된다! 네이버 블로그 상위 노출,블로그 수익 창출 방법,검색 상위 노출 전략,소셜 미디어 활용법,키워드 분석 및 글쓰기 요령,네이버 블로그 운영 기획
땀의 과학,땀의 생물학적 역할,문화와 역사 속의 땀,땀과 체온 조절 메커니즘,땀 관련 산업과 연구,'빨간색 땀' 사건과 과학적 탐구
미국 부동산 투자 바이블,한국인의 미국 부동산 투자 방법,비영주권자를 위한 투자 가이드,실전 투자 과정 및 주의사항,법인 설립과 외국인 대출,미국 부동산 시장의 현재 상황
비즈니스 데이터 과학,비즈니스 의사 결정 향상,데이터 과학 기본 개념,데이터 마이닝 기법 응용,데이터 분석적 사고 방식,데이터 과학 프로젝트 평가
아무것도 하지 않으면 아무것도 달라지지 않는다,성공을 위한 마인드셋 변화  ,부자의 삶과 가치 추구  ,인생의 터닝포인트 찾기  ,행복한 삶을 위한 원칙  ,자기 성장과 자아 반성
어른의 일기,일기 쓰기의 가치와 활용,자기계발과 감정 다루기,매일의 일상 기록하기,내면 탐구와 자기 돌봄,일기 쓰기를 통한 성장
어쩌면 나도 무례한 사람일까,예의와 무례의 경계  ,변화하는 시대의 매너  ,공감 능력과 관용  ,올바른 언어 사용의 중요성  ,인간관계에서의 품위 유지  
여행을 바꾸는 여행 트렌드,최신 여행 트렌드 분석  ,지속 가능한 여행의 중요성  ,여행 비즈니스의 디지털 전환  ,MZ세대의 여행 소비 패턴  ,코로나19 이후 여행 산업의 변화
예측할 수 없는 미래 사용 설명서,디지털 전환 시대의 생존 전략  ,인공지능과 빅데이터의 융합  ,메타버스와 가상 인간의 사회적 영향  ,ICT 기술의 산업 접목 사례  ,변화하는 미래를 위한 기업과 개인의 준비
"지금까지 잘해왔으니, 하고 싶은 대로 살아보겠습니다",'그냥 하기'의 힘  ,육아와 일의 병행  ,실패와 성공의 경험  ,도전과 자기계발  ,인생의 새로운 시작
파이썬을 활용한 베이지안 통계,파이썬 코드로 배우는 베이지안 통계  ,실생활 문제에 적용하는 통계 기술  ,이산형 확률 분포 활용  ,데이터 시각화를 통한 예측 능력 향상  ,일상 경험을 바탕으로 한 통계 학습
폴과 비르지니,'폴'과 '비르지니'의 순수한 사랑,아프리카 동남부 '프랑스 섬'의 자연,청춘의 사랑과 성장 과정,고귀한 희생과 운명의 갈림길,노인의 회상과 자연의 위대함
회사에서 바로 통하는 엑셀 FOR STARTERS,엑셀 기초 학습 방법,실무 적용형 실습 예제,버전별 엑셀 사용법,우선순위 핵심기능 학습,혼자해보기 연습 방법
C테크 레이스,탄소중립 실현을 위한 기술 혁신  ,C테크 산업의 미래 가치 탐구  ,고온실 지구 대응 전략  ,기후변화 및 온실가스 배출 감소  ,글로벌 C테크 협력 및 발전
날씨가 바꾼 세계의 역사,날씨가 역사에 미친 영향,기후 변화와 사회 변화,전쟁과 날씨의 상관관계,'로베스피에르'의 마지막 연설,인류의 기후위기 경고
내일 살해당할 것처럼 써라,미스터리 창작법,베스트셀러 작가의 노하우,긴장감과 반전 요소,상업적인 공식 재구성,65가지 작법 기술
녹색의 장원,'아벨'과 '리마'의 사랑 이야기,열대림에서의 이국적인 로맨스,환경과 인간의 관계 탐구,자연에 대한 깊은 통찰,문명과 자연의 갈등
"뉴마켓, 새로운 기회",미래 투자처로서의 '뉴마켓'  ,혁신 기술 기반의 '모빌리티' 산업  ,블록체인과 '암호화폐'의 성장 가능성  ,'NFT'를 통한 디지털 자산의 변화  ,MZ세대의 요구에 따른 'ESG' 경영의 중요성
라이커빌리티,사회적 기술 습득,사람들의 호감과 인정,라이커빌리티의 중요성,관계의 진정한 힘,행복한 삶을 위한 노력
머니위닝게임,부자가 되는 15가지 방법  ,건강한 재테크 습관  ,경제상식과 자녀 교육  ,사회 초년생의 재테크 전략  ,공동 실천을 통한 성공적인 투자
수학으로 생각하기,수학적 사고의 힘  ,복잡한 문제 해결하기  ,수학 교육 혁신  ,본질 이해하기  ,학생들의 수학 자신감
시나리오 쓰기의 모든 것,투자자를 위한 시나리오 작성법  ,상업성을 고려한 영화 스토리  ,영화 산업의 이해와 감정 체험  ,성공적인 작가들의 협업 노하우  ,시나리오 필기 실전 연습
잘됐던 방법부터 버려라,잘됐던 방법을 버리기,성공을 위한 변화의 필요성,인생의 허들 극복하기,자기 확신과 실패의 교훈,새로운 길 찾기와 선택
하늘을 나는 타이어,대기업의 부정과 중소기업의 반격,타이어 이탈 사고의 진상 추적,현대 사회의 어둠과 불합리성,다양한 인물들의 시점 전환,생명과 돈에 얽힌 인간 군상
가치투자자의 탄생,'가치투자'의 다양한 접근 방식  ,성공적인 투자자의 특징과 경험  ,"'하워드 막스', '월터 슐로스' 등 대가 인터뷰  ",불확실한 시장에서 기회를 찾는 법  ,개인 맞춤형 투자 전략 개발
나를 담은 이야기가 콘텐츠가 되다,자기 발견과 안정된 마음,소통의 방법 적용 사례,부모교육 프로그램 변화,교육 이론과 일상 적용,평범한 부모의 전문성 성장
내 마음에 상처주지 않는 습관,자기자비와 자기연민의 필요성  ,과거에서 배우고 현재에 집중하기  ,마음의 평화와 삶의 균형 유지하기  ,스스로를 사랑하는 방법 45가지  ,미래 계획을 위한 심리 기술
대전환,현대 사회의 변화 과정,다섯 가지 대전환 분석,인구 증가와 생존율,에너지와 자원 문제,미래 사회의 방향성
"디자인, 이렇게 하면 되나요?",디자인 기본 개념 이해하기  ,실무 디자이너의 필수 지식  ,다양한 디자인 사례 분석  ,임팩트 있는 디자인 프로세스  ,디자인 감각과 의사소통 기술
미국 주식 필수 사이트 읽는 영어,미국주식 정보 탐색 방법,글로벌 웹사이트 활용법,주식 투자 포트폴리오 구축,금융/경제 전문 영단어 해석,개인 투자자 정보 분석 안내
"벨 훅스, 당신과 나의 공동체",공동체에서 발견한 희망  ,교육을 통한 변화의 가능성  ,엘리트주의를 넘는 접근 방식  ,서로 배우고 성장하는 연대  ,보편적 주제로서의 저항과 사랑  
"붉은 백합의 도시, 피렌체",'피렌체'의 역사와 문화,마키아벨리의 '피렌체사',귀족과 평민 간의 권력 투쟁,예술과 정치의 복잡한 관계,여행과 성찰을 통한 자유 탐구
어른이 되어 다시 만나는 철학,고전 철학의 현대적 필요성  ,제자백가 사상가들의 사회적 역할  ,동서양 철학의 대화  ,경제와 정치 문제 해결  ,"'공자', '노자', '묵자' 등 주요 인물 분석  "
연구자의 탄생,인문사회 연구자의 역할,연구자 정체성의 변화,사회적 담론과 지식 생산,현대 한국 사회의 문제 의식,디지털 환경과 페미니즘 연구
"위르겐 하버마스, 의사소통적 행위 이론",이성의 긍정적 측면,민주주의 국가의 의미,합리화의 패러독스,하버마스의 공론장 개념,실질적 민주주의의 필요성
유튜브 영상 편집을 위한 파이널 컷 프로 X,'파이널 컷 프로 X' 사용 방법 배우기  ,유튜브 영상 편집 실무 노하우  ,유명 아티스트 뮤직비디오 편집 경험  ,체계적인 초보자 가이드  ,다양한 효과 적용으로 영상 완성도 높이기  
인사이트 브랜딩,타겟과 브랜드의 공감 형성,인사이트 브랜딩의 방법론,데이터 기반 브랜딩 전략,소비자와 기업 연결 고리,개인 및 기업의 브랜드 가치 향상
인사이트 카피라이팅,브랜드 가치 발견,소비자 인사이트 분석,전략적 카피라이팅 기술,효과적인 커뮤니케이션 방법,감성적 카피라이터 양성
충동과 광기의 암호를 해독하다,범죄자의 심리 분석,충동과 광기의 원인,법 집행의 어두운 진실,정신 장애와 범죄 연관성,여성에 대한 사법 체계의 불평등
치유라는 이름의 폭력,치유 폭력의 사회적 맥락  ,장애와 질병의 문화적 재현  ,정상성과 비정상의 경계  ,장애인의 존재와 사회적 명령  ,과거와 미래 사이의 현재 삶
코로나로부터 배우는 생존전략,코로나 바이러스의 생존 전략  ,의학과 경영학의 융합  ,팬데믹과 사회적 변화  ,미니멀 라이프와 적응력  ,위드 코로나와 지속 가능성  
고작 이 정도의 어른,'어른의 반성'과 자기 성찰,사회적 가면과 진정한 나 찾기,내향성과 외향성의 갈등,더 나은 어른으로 성장하기,삶의 목적지와 개인의 여정
근육이 마구 떨리는데 마음의 병이라니!,'기능성 이상운동증후군'의 투병 경험,환자와 간병 가족의 공동체 이야기,스트레스와 질병의 상관관계,긍정적인 회복 과정과 자기 성찰,사랑과 배려의 관계 구축
긴축의 시대,초인플레이션 대응 전략  ,금리와 물가의 상관관계  ,경제 흐름과 투자 인사이트  ,돈의 대이동(Money-Movement)  ,한국 경제 전망과 기업 전략
뉴욕 정신과 의사의 사람 도서관,사람 도서관의 의미와 가치  ,정신 질환자와 사회적 약자의 이야기  ,공감과 이해의 필요성  ,낙인과 편견의 해소  ,다양성과 존중의 중요성
마케터로 사는 법,28년 경력의 식품 마케터,성공적인 제품 기획과 출시 과정,일본 시장에서의 마케팅 도전,현장 중심의 마케팅 전략,여성 임원의 성장 이야기
비터스위트,슬픔을 표현하는 중요성  ,부정적인 감정과 창의성의 관계  ,사회적 기대와 감정의 조화  ,멜랑콜리한 감정에 대한 재평가  ,기쁨과 슬픔의 균형 찾기  
어쩌면 당신이 원했던 괴담실록,'괴담실록'의 현대적 재해석  ,역사 속 인물들의 기이한 이야기  ,전설과 신화에 담긴 사회적 현상  ,실제와 같은 괴이한 전통 이야기  ,유튜브 채널 ‘괴담실록’의 독특한 접근
우리는 아직 무엇이든 될 수 있다,‘갭이어’의 의미와 가치,일과 삶의 재정비 과정,직장인의 번아웃 경험,커리어와 개인의 방향성 탐색,다양한 인터뷰를 통한 사례 연구
"참을 수 없이 불안할 때, 에리히 프롬",불안과 고독의 심리적 원인,에리히 프롬의 사랑에 대한 철학,진정한 자유와 자아 발견,물질주의와 소비주의 비판,휴머니즘 실현을 위한 사유
퇴사합니다. 독립하려고요,퇴사 후 독립적인 삶,좋아하는 일과 사람들,환경 변화와 자기 성장,철저한 준비와 용기,프리 워커의 경험 공유
판도라는 죄가 없다,신화 속 여성의 이야기  ,고대 '판도라'의 동기  ,그리스 로마 신화 재조명  ,이오카스테의 목소리 부각  ,남성 중심 서사에 대한 경계
맛의 세계사,맛의 역사와 문명  ,인간의 미각 발전 과정  ,조미료와 음식의 영향  ,발효와 세계로 확장되는 맛  ,도시화와 맛의 변화
여유당전서를 독함,최익한의 다산 연구 성과  ,실학 사상과 다산 정약용  ,신문 글을 통한 사회적 관심  ,다산 서거 100주년 기념사업  ,다산과 관련된 문학적 해석  
착한 중국 나쁜 차이나,중국의 민낯 드러내기  ,한국과 중국의 복잡한 관계  ,중국의 군사적 굴기와 우려  ,기회와 위기로서의 중국 이해  ,중국에 대한 무관심의 위험
Apache Airflow 기반의 데이터 파이프라인,효과적인 데이터 파이프라인 구축,Airflow DAG 커스터마이징,데이터 이동 및 변환 자동화,과거 이력 데이터셋 분석,운영 환경에서의 Airflow 구성
거의 모든 전쟁의 역사,전쟁의 사회·정치·종교적 변화,서구 중심의 시각 탈피,아프리카와 라틴아메리카 전쟁사,전쟁과 군사 이론 비판,국가 내부 분쟁과 현대전
근성론,만화가로서의 30년 여정,강한 정신력과 근성,성공과 실패의 오르내림,독창적인 스타일과 트렌드,도전의 연속과 재기
내가 나를 버린 날,'타카기 켄스케'의 정체,삶과 죽음의 선택,범죄와 수사,절망 속의 구원,과거의 비극과 복수
대통령의 말,위기 극복을 위한 대통령의 연설,"'김대중', '노무현', '문재인'의 리더십 비교",남북 간 평화 체제 구축,코로나19와 경제적 어려움 대응,민주주의와 사회 발전에 대한 비전
더 레슨,"'존 템플턴', '피터 린치', '워런 버핏'의 투자 철학",성공적인 주식 투자 원칙,모닝스타 5등급 성장 피라미드 투자법,실제 투자 사례 분석을 통한 투자 전략,시장 불안정 속에서의 투자자의 기본 원칙
발칙한 인생 후반전,은퇴 후 삶의 재도전,새로운 인생 시작하기,50대의 앙코르 커리어,과거 직위와 역할의 포기,생생한 경험과 인간 이야기
벤저민 그레이엄,가치투자의 철학과 원칙,경제 대공황과 투자 실패 이야기,벤저민 그레이엄의 생애와 성장기,리스크 관리와 안전마진 개념,사회적 양심을 지닌 자본주의자로서의 활동
부동산 공법 무작정 따라하기,부동산 공법 이해 필수,건축 인허가 실무,토지 투자 실패 방지,4단계 학습코너 구성,실전 공법 분석 노하우
비즈니스를 위한 AI,AI와 인간의 협업 시너지  ,AI의 역사적 진화 과정  ,AI 과대포장과 현실 이해  ,신뢰할 수 있는 AI 개발 필요성  ,성공적인 비즈니스 AI 사례 분석
"세상에 없던 금융, 디파이: 입문편",탈중앙화 금융의 기본 개념,디파이 서비스 단계별 사용 가이드,이더리움 블록체인의 역할,기존 금융 시스템의 한계 극복,디파이 플랫폼의 현재와 미래
실무에 바로 쓰는 일잘러의 보고서 작성법,문서 커뮤니케이션 가이드,실무 문서 작성 방법,효과적인 메시지 전달,직장인 커뮤니케이션 능력,문서 구성 요소 및 구조
쏙쏙 들어오는 함수형 코딩,함수형 프로그래밍 사고방식,부수 효과 줄이기 기술,일급 함수와 고차 함수 활용,자바스크립트를 통한 함수형 개념 이해,개발팀의 현실적인 사례와 경험
우리는 책의 파도에 몸을 맡긴 채,'속초 동아서점'의 독서 경험,책을 통한 인간성 성장,서점에서의 삶과 이야기,독서로 발견한 삶의 해답,책과 사람들의 소통 공간
우편함 속 세계사,역사적 편지의 중요성  ,인물과 사건의 비하인드  ,시대를 초월한 개인적 이야기  ,감정과 기억의 기록  ,고대부터 현대까지의 서신 교환  
워런 버핏,'버핏의 투자 철학'  ,'주주 서한을 통한 경영 지혜'  ,'장대한 버핏 유니버스의 이해'  ,'투자자의 영원한 마스터클래스'  ,'실제 사례 기반의 구체적 원칙'
찰리 멍거,찰리 멍거의 투자 철학,오판의 심리학과 극복 방법,다학제적 접근과 격자틀 인식 모형,집중 투자와 능력범위 확장,경제학 및 심리학의 융합
코로나 3년의 진실,코로나19의 숨겨진 진실,록다운과 경제 붕괴,정부의 잘못된 대응,통계 조작과 과학 왜곡,건강 주권 회복 요구
프로그래머를 위한 파이썬,베이지안 방법론 이해하기  ,파이썬을 활용한 확률 프로그래밍  ,실생활 문제 해결 사례  ,PyMC와 주피터노트북 활용  ,MCMC 알고리즘 및 표본 크기 분석  
피터 린치,'피터 린치'의 투자 철학  ,'마젤란 펀드'의 성공 사례  ,주식 투자 전략과 원칙  ,개인 투자자의 실전 투자 노하우  ,위대한 투자가들의 삶과 교훈  
나는 나를 사랑해서 나를 혐오하고,내적 갈등과 자아 탐색  ,사랑과 혐오의 복잡한 감정  ,'나를 닮은 것들'에 대한 고찰  ,시를 통한 자기 이해와 성찰  ,개인적 경험과 보편적 슬픔
나는 내 인생에 시원한 구멍을 내고 싶다,고통과 번뇌의 탐구  ,일상 속 사랑의 목소리  ,시적 화자의 생존 의지  ,세속적 현실 관찰  ,삶의 수수께끼와 희망
뉴스를 전합니다 빅데이터와 인공지능,'4차 산업혁명'의 실체 분석  ,팬데믹과 기술의 상관관계  ,일반인을 위한 IT 지식 설명  ,인문학적 통찰을 통한 문제 해결  ,변화하는 시대의 기술적 이해
디 아이돌,국민 아이돌 오디션 프로그램의 범죄,생방송 중 발생한 연습생 사망 사건,리얼 추리 버라이어티와 사회적 반향,팬들과 대중의 비인간적 선택,아이돌 산업의 어두운 진실
딥러닝을 위한 파이토치 입문,딥러닝 구축과 활용  ,파이썬 기반 머신러닝 라이브러리 '파이토치'  ,인공 신경망 기본 개념  ,지도학습 및 비지도 학습 개념  ,성능 개선 및 모델 시각화 방법
마이너리티 디자인,약점을 강점으로 바꾸는 창작론  ,마이너리티 디자인의 사회적 가능성  ,소수자와 사회적 약자의 위기 인식  ,지속 가능한 생태계 구축 방법  ,장애인과 고령자를 위한 새로운 경기 개발
"뮤즈, 글쓰기를 배우다",구술문화와 문자문화의 전환  ,고대 그리스 문학과 철학의 발전  ,‘뮤즈’의 역할과 의식 변화  ,현대 미디어와 정보의 홍수  ,문자의 진화와 사회적 영향  
비상식적 성공 법칙,'악의 감정'에서 시작하는 성공,부의 추월차선에 올라타는 8가지 습관,비상식적 사고 방식의 성공 철학,실제 경험담 기반의 성공 사례,돈과 행복을 동시에 추구하는 방법
삶은 살만한 가치가 있는 걸까,인간 본성과 삶의 가치,실용주의 철학의 통찰,믿음과 자유의지의 관계,불확실한 미래에 대한 고찰,삶의 의미를 찾는 여정
"서른다섯, 늙는 기분",서른다섯의 노화와 사회적 시선,삼십 대 여성의 성장과 자아 발견,'사회적 가스라이팅'에서의 탈출,자유 이용권 만료와 새로운 시작,자연스러운 늙음과 진화의 여정
"요즘, 일본",일본의 현재와 미래 이해하기,한일 관계의 복잡성 탐구,정치적 부패와 경제 하락 분석,디지털화 지체와 사회 변화,문화적 영향과 한류 확산
이해할 수 없는 점이 마음에 듭니다,'이상한 낯섦'의 밀도  ,'반전-패러독스-블랙유머'의 시적 긴장  ,'가족이라는 특수한 이름'과 관계  ,존재/말에 부여된 이데올로기 벗기기  ,언어를 통한 자유로움 탐구
자원쟁탈의 세계사,자원에너지의 역사적 변천,석유 확보를 위한 국가 간 경쟁,재생에너지와 지속가능한 사회,향신료 쟁탈전과 현대의 고정관념,순환경제 구축을 위한 유럽의 노력
퀸즐랜드 자매로드,퀸즐랜드 여행 경험,자연과 액티비티의 조화,코로나19 팬데믹 이후 여행,여성들의 우정과 소통,다양한 문화와 음식 체험
3ds Max 무작정 따라하기,3ds Max 기초부터 고급 렌더링까지,"모델링, 조명 및 카메라 기술",애니메이션을 통한 오브젝트 생명력,V-Ray 외부 플러그인 활용법,3D 그래픽 능력 향상 접근법
남들이 나를 함부로 하지 못하게 하라,관계 맺기에서 나를 존중하기,무례한 행동에 대항하는 법,과도한 자기 희생을 줄이기,확실한 선 긋기와 거절의 용기,인간관계 재편의 필요성
넛지(파이널 에디션),선택 설계의 최신 아이디어,코로나19 팬데믹과 사회적 넛지,기후변화와 글로벌 경제,인간 행동의 근본적 변화,슬러지 줄이기와 맞춤형 기본 설정
목요일에는 코코아를,따뜻한 관계의 힘,마블 카페의 소소한 이야기,서로 연결된 인물들의 삶,희망과 위로를 주는 옴니버스,달콤쌉싸름한 사랑의 여정
브랜드텔링,브랜드텔링의 중요성  ,좋은 브랜드의 공통점  ,13가지 브랜드 사례 분석  ,브랜드 신념과 가치관  ,브랜딩과 마케팅의 차이
슈거 대디 자본주의,‘슈거 대디 자본주의’의 불평등한 노동 관계  ,탈공식화와 개인의 고립된 경제적 불안  ,긱 이코노미와 제로 아워 계약의 문제  ,신자유주의적 자본주의의 착취 구조  ,노동자의 권리 증진과 민주적 관여
스콧 교수의 인생 경제학,인생 투자 법칙,부와 행복의 관계,성공적인 경영 전략,관계의 중요성,잘 산 인생 공식
이렇게만 하면 장사는 저절로 됩니다,고객 사랑을 통한 브랜드 성공  ,창업 실전 노하우 공개  ,저렴한 임대료로 서비스 확대  ,개인 자산가치 증가 방법  ,실질적인 창업 교과서
인간들은 맨날,인간의 복잡한 삶,고양이의 관찰과 이해,일상 속 유머와 위트,자기 자신과의 분투기,소소한 위로와 환기
죽기 전에 봐야 할 사후 세계 설명서,죽음을 숙고하는 삶의 태도  ,세계 5대 종교의 사후 세계 관  ,개인의 죽음에 대한 선택과 신념  ,죽음과 삶의 관계 탐구  ,후회 없는 죽음 준비 방법
